MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,REGION,SPP_NAME,SECTOR_ID
BAG LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,584
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,585
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,586
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,587
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,WAHOO,588
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,589
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,590
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,ALL,591
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,ALL,592
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,ALL,593
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,ALL,594
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,ALL,595
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,ALL,596
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,ALL,597
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,ALL,598
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,599
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,600
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,601
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,602
MINIMUM SIZE LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,603
MINIMUM SIZE LIMIT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,604
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,605
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,606
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,607
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,608
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,609
LANDED INTACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,610
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,611
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,612
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,613
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,614
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,ALL,615
PROHIBITED GEAR,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,WRECKFISH,616
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SOUTH ATLANTIC,ALL,617
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,"MACKEREL, SPANISH",618
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, KING",619
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,GULF OF MEXICO,ALL,620
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"CRAB, GOLDEN DEEPSEA",621
REGULATORY REPORTING,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,622
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"CRAB, GOLDEN DEEPSEA",623
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"CRAB, GOLDEN DEEPSEA",624
OBSERVER REQUIREMENT,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,625
GOLDEN CRAB TRAP SPECIFICATIONS,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,626
LANDED INTACT,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"CRAB, GOLDEN DEEPSEA",627
LANDED INTACT,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"CRAB, GOLDEN DEEPSEA",628
DEFINITION,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,ALL,629
DEFINITION,FEDERAL,EEZ,GOLDEN CRAB FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,630
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ALL,631
PROHIBITED GEAR,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ALL,632
PROHIBITED SPECIES,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,"GROUPER, NASSAU",633
PROHIBITED SPECIES,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,"GROUPER, NASSAU",634
DEFINITION,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ALL,635
DEFINITION,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ALL,636
MINIMUM SIZE LIMIT,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,"SNAPPER, YELLOWTAIL",637
MINIMUM SIZE LIMIT,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,"SNAPPER, YELLOWTAIL",638
TRAP SPECIFICATIONS,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ALL,639
CLOSURE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ALL,640
CLOSURE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ALL,641
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",642
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",643
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",644
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",645
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",646
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, RIDGED SLIPPER",647
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, RIDGED SLIPPER",648
BAG LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",649
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",650
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",651
BAG LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",652
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",653
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",654
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",655
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, RIDGED SLIPPER",656
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, RIDGED SLIPPER",657
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",658
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",659
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",660
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",661
LOBSTERS AS ATTRACTANTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",662
LOBSTERS AS ATTRACTANTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",663
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, RIDGED SLIPPER",664
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, RIDGED SLIPPER",665
LOBSTERS AS ATTRACTANTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",666
LOBSTERS AS ATTRACTANTS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",667
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, RIDGED SLIPPER",668
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, RIDGED SLIPPER",669
ACL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",670
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",671
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",672
FISHING YEAR,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",673
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,JEWFISH,674
BAG LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,JEWFISH,675
PROHIBITED SPECIES,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,JEWFISH,676
PROHIBITED SPECIES,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,JEWFISH,677
ACL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",678
ACT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",679
ACL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",680
ACT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",681
ACT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",682
ACT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"AMBERJACK, GREATER",683
ACL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"AMBERJACK, GREATER",684
CLOSURE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",685
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",686
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,SCAMP,687
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,ACL/ACT: OTHER SASWG COMBINED,688
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"JACK, BAR",689
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",690
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"SPADEFISH, ATLANTIC",691
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,ACL/ACT: GRUNTS COMPLEX,692
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,SCAMP,693
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,ACL/ACT: OTHER SASWG COMBINED,694
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"JACK, BAR",695
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"SPADEFISH, ATLANTIC",696
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,ACL/ACT: GRUNTS COMPLEX,697
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",698
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",699
FISHING SEASON,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"TRIGGERFISH, GRAY",700
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,ACL/ACT: OTHER SNAPPERS COMPLEX,701
ACL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,ACL/ACT: OTHER SNAPPERS COMPLEX,702
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,SOUTH ATLANTIC,"SNAPPER, RED",703
ABC,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,"SNAPPER, RED",704
OFL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",705
OFL,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"AMBERJACK, GREATER",706
ABC,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",707
ABC,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"AMBERJACK, GREATER",708
TRIP LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"AMBERJACK, GREATER",709
TRIP LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,TRIP LIMIT: SHALLOW-WATER GROUPER (SWG) COMBINED,710
ACT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"GROUPER, RED",711
QUOTA,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,WRECKFISH,712
TRIP LIMIT,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,WRECKFISH,713
FISHING YEAR,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SOUTH ATLANTIC,WRECKFISH,714
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,QUOTA: TILEFISHES,715
TAC,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",716
CREW BAG LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"AMBERJACK, GREATER",717
QUOTA,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"TRIGGERFISH, GRAY",718
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,ALL,719
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,ALL,720
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,GULF OF MEXICO,"MACKEREL, KING",721
MULTI-REGION TAC,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, KING",722
MULTI-REGION QUOTA,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, KING",723
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,GULF OF MEXICO,"MACKEREL, SPANISH",724
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, SPANISH",725
ENFORCEMENT RELATED,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SOUTH ATLANTIC,ALL,726
ENFORCEMENT RELATED,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,ALL,727
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SOUTH ATLANTIC,"MACKEREL, SPANISH",728
OBSERVER REQUIREMENT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,"MACKEREL, KING",729
OBSERVER REQUIREMENT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,"MACKEREL, SPANISH",730
OBSERVER REQUIREMENT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, KING",731
OBSERVER REQUIREMENT,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,"MACKEREL, SPANISH",732
