MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,REGION,SPP_NAME,SECTOR_ID
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,ALL,1272
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,ALL,1273
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,1274
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,ALL,1275
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,1276
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1277
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1278
FMP ESTABLISHMENT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,ALL,1279
FMP ESTABLISHMENT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,ALL,1280
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1281
MINIMUM SIZE LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1282
FMP ESTABLISHMENT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,ALL,1283
FMP ESTABLISHMENT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,1284
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,GULF OF MEXICO,ALL,1285
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GULF OF MEXICO,ALL,1286
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,MID ATLANTIC,ALL,1287
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,MID ATLANTIC,ALL,1288
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SOUTH ATLANTIC,ALL,1289
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,ALL,1290
TURTLE RELEASE GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,ALL,1291
TURTLE RELEASE GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,ALL,1292
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,1293
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,1294
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,1295
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,1296
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,1297
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,1298
MULTI-REGION ACL,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1299
MULTI-REGION ACL,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1300
MULTI-REGION ACT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1301
MULTI-REGION ACT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1302
MULTI-REGION ACL,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1303
MULTI-REGION ACL,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1304
MULTI-REGION ACT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1305
MULTI-REGION ACT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1306
FISHING SEASON,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SOUTH ATLANTIC,"MACKEREL, KING",1307
IGNORABLE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"DRUM, RED",1308
IGNORABLE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"DRUM, RED",1309
FISHING YEAR,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"DRUM, RED",1310
FISHING YEAR,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"DRUM, RED",1311
TAC,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"DRUM, RED",1312
TAC,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"DRUM, RED",1313
REGULATORY REPORTING,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,ALL,1314
INCIDENTAL CATCH LIMIT,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"DRUM, RED",1315
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,ALL,1316
STATE RELATED,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"SHRIMP, NORTHERN WHITE",1317
STATE RELATED,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,GULF OF MEXICO,"SHRIMP, NORTHERN WHITE",1318
IGNORABLE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,1319
IGNORABLE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1320
IGNORABLE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,1321
STATE RELATED,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,ALL,1322
STATE RELATED,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,ALL,1323
POSSESSION LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1324
STATE RELATED,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,ALL,1325
STATE RELATED,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,ALL,1326
POSSESSION LIMIT,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1327
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,MID ATLANTIC,ALL,1328
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,MID ATLANTIC,ALL,1329
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,SOUTH ATLANTIC,ALL,1330
CONSOLIDATION OF ONGOING REGULATIONS,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,SOUTH ATLANTIC,ALL,1331
FMP ESTABLISHMENT,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,MID ATLANTIC,ALL,1332
FMP ESTABLISHMENT,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,MID ATLANTIC,ALL,1333
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,MID ATLANTIC,"DRUM, RED",1334
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,MID ATLANTIC,"DRUM, RED",1335
FMP ESTABLISHMENT,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,SOUTH ATLANTIC,ALL,1336
FMP ESTABLISHMENT,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,SOUTH ATLANTIC,ALL,1337
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,SOUTH ATLANTIC,"DRUM, RED",1338
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,SOUTH ATLANTIC,"DRUM, RED",1339
FMP TRANSFER,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,MID ATLANTIC,ALL,1340
FMP TRANSFER,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,MID ATLANTIC,ALL,1341
FMP TRANSFER,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,SOUTH ATLANTIC,ALL,1342
FMP TRANSFER,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,SOUTH ATLANTIC,ALL,1343
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,1344
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1345
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,1346
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,1347
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,1348
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,1349
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,1350
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,1351
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,1352
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,1353
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,1354
REGULATORY REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,1355
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,ALL,1356
MSY PROXY,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1357
MSY PROXY,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",1358
MSY PROXY,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1359
MSY PROXY,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",1360
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,SOUTH ATLANTIC,ALL,1361
BAG LIMIT,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,GULF OF MEXICO,"DRUM, RED",1362
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,1363
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,1364
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1365
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,1366
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,1367
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,WAHOO,1368
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,WAHOO,1369
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1370
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,1371
PERMIT REQUIREMENTS AND ENDORSEMENTS,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,1372
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,1373
ELECTRONIC REPORTING,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,1374
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1375
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,1376
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,1377
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,1378
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,1379
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,1380
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,DOLPHIN,1381
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,1382
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,WAHOO,1383
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,1384
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SOUTH ATLANTIC,DOLPHIN,1385
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,1386
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,1387
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,WAHOO,1388
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,NORTH ATLANTIC,WAHOO,1389
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,DOLPHIN,1390
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,DOLPHIN,1391
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,DOLPHIN,1392
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,1393
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,1394
MULTI-REGION ACT,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,DOLPHIN,1395
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,NORTH ATLANTIC,WAHOO,1396
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,MID ATLANTIC,WAHOO,1397
MULTI-REGION ABC,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,MID ATLANTIC,WAHOO,1398
MULTI-REGION ACL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SOUTH ATLANTIC,WAHOO,1399
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: BOXFISH,1400
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: BOXFISH,1401
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: ANGELFISH,1402
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: ANGELFISH,1403
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,"ACL/ACT: TRIGGERFISH AND FILEFISH, COMBINED",1404
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,"ACL/ACT: TRIGGERFISH AND FILEFISH, COMBINED",1405
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: SURGEONFISH,1406
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: SURGEONFISH,1407
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,AQUARIUM TRADE—DATA COLLECTION ONLY,1408
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,AQUARIUM TRADE—DATA COLLECTION ONLY,1409
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: TILEFISH,1410
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: TILEFISH,1411
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: SQUIRRELFISH,1412
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: SQUIRRELFISH,1413
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,"ACL/ACT: SCUPS AND PORGIES, COMBINED",1414
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,"ACL/ACT: SCUPS AND PORGIES, COMBINED",1415
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: JACKS,1416
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: JACKS,1417
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: GOATFISHES,1418
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: GOATFISHES,1419
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,CARIBBEAN,ACL/ACT: GRUNTS,1420
ACL,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,CARIBBEAN,ACL/ACT: GRUNTS,1421
